Semilla,Tratamiento,Germinacion,Materia_Fresca_Raiz,Materia_Fresca_Tallo,Materia_Seca_Raiz,Materia_Seca_Tallo,Peso_Dia3,Altura_Dia1,Diametro_Dia1,Peso_Dia2,Altura_Dia2,Diametro_Dia2,Peso_Dia1,Altura_Dia3,Diametro_Dia3
485,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,9.6,1.0,259,10.0,8.2,184,7.9,7.5
486,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,8.1,10.0,290,9.4,7.8,302,6.9,7.9
487,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,9.4,6.0,230,9.2,9.5,205,8.2,8.4
488,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,9.4,15.0,186,9.5,9.5,245,7.5,8.4
489,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,9.8,12.0,237,9.5,7.4,252,10.2,8.5
490,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
491,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,8.1,13.0,178,8.6,7.8,237,9.4,8.1
492,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,249,9.4,2.0,322,8.7,8.6,257,8.6,8.8
493,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,8.1,8.0,322,10.6,7.8,284,8.7,10.0
494,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,12.0,5.0,238,10.0,8.5,230,8.9,8.4
495,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,9.6,12.0,322,9.5,8.1,250,10.3,10.8
496,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
497,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,8.6,12.0,232,8.3,8.5,277,9.7,8.3
498,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,10.6,5.0,322,9.4,10.0,201,8.3,9.3
499,Arena-Materia_Organica,1,0.54551797,1.36958492,0.03741045,0.16910217,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
500,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,249,9.6,11.0,332,10.0,7.4,269,7.3,9.4
501,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
502,Arena-Materia_Organica,1,0.53222679,1.2791872,0.03733976,0.18077295,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
503,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,8.0,10.0,234,8.7,8.5,169,9.1,10.0
504,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,8.6,8.0,322,8.6,9.5,300,8.0,9.1
505,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,8.6,2.0,325,11.1,8.8,217,7.6,10.5
506,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,8.6,3.0,253,9.4,8.1,327,7.6,10.5
507,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,10.6,12.0,178,9.2,10.4,257,8.5,8.3
508,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,8.6,10.0,237,9.5,8.6,230,12.3,8.4
509,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,12.0,14.0,230,11.1,8.3,264,7.8,8.3
510,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,8.6,11.0,241,9.5,7.4,183,7.7,8.1
511,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
512,Arena-Materia_Organica,1,0.53778867,1.35144313,0.03847762,0.11730793,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
513,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
514,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,12.0,1.0,290,10.0,8.5,301,8.6,8.4
515,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,11.3,10.0,275,10.0,10.4,268,8.5,9.3
516,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
517,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,10.6,11.0,241,9.6,7.4,225,9.5,8.5
518,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,9.4,2.0,325,8.9,8.8,226,8.3,10.4
519,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
520,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,8.6,7.0,238,9.5,8.3,231,8.7,10.0
521,Arena-Materia_Organica,1,0.49214204,1.49819557,0.04352889,0.15085682,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
522,Arena-Materia_Organica,1,0.49880437,1.34898417,0.03866881,0.20283319,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
523,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,10.6,10.0,290,9.5,7.8,230,7.3,9.2
524,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,10.6,14.0,230,10.0,8.5,169,9.9,9.0
525,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,8.6,2.0,238,9.4,8.3,198,10.2,8.7
526,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,10.6,12.0,222,9.5,8.5,222,8.0,9.1
527,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
528,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,257,12.0,13.0,308,9.4,9.5,264,12.3,9.3
529,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,249,9.4,15.0,275,10.0,8.0,170,9.4,8.8
530,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,8.6,13.0,234,9.4,8.2,252,7.3,9.9
531,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,9.4,6.0,238,9.0,8.5,236,8.5,8.1
532,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,8.6,15.0,238,9.4,8.5,214,7.8,9.4
533,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,8.6,9.0,253,9.4,8.3,234,9.7,9.3
534,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,11.3,2.0,234,8.6,8.6,225,9.9,8.3
535,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,9.5,4.0,259,9.6,8.5,203,7.8,8.3
536,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,8.0,5.0,222,8.7,8.0,226,7.4,7.9
537,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,8.6,6.0,253,9.2,8.5,181,8.6,9.6
538,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,10.0,12.0,237,9.4,8.3,216,9.1,10.2
539,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,219,9.4,2.0,275,10.6,9.5,203,7.1,8.6
540,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,257,8.1,13.0,308,9.0,8.6,190,8.3,8.8
541,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,249,8.6,7.0,232,10.6,8.8,206,7.7,7.9
542,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,8.6,9.0,275,9.2,8.7,252,8.7,10.2
543,Arena-Materia_Organica,1,0.48629609,1.25731043,0.03698547,0.18912049,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
544,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,9.5,9.0,237,9.6,8.3,226,6.4,10.5
545,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,12.0,10.0,332,10.0,8.1,205,8.9,9.4
546,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
547,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,8.0,8.0,275,8.9,8.2,231,9.4,10.1
548,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,8.6,1.0,237,8.3,8.8,187,7.5,8.1
549,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,10.6,5.0,308,10.0,8.5,230,7.8,10.2
550,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,11.4,15.0,234,10.0,10.0,333,9.9,10.0
551,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
552,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,8.6,3.0,178,8.6,8.5,227,8.5,9.4
553,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,11.3,11.0,232,9.4,8.2,165,8.9,8.8
554,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
555,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,12.0,10.0,237,9.4,8.3,231,7.5,9.2
556,Arena-Materia_Organica,1,0.56407876,1.29830971,0.03973795,0.18493844,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
557,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,219,11.3,10.0,240,9.4,10.0,248,9.1,10.6
558,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,8.6,15.0,275,8.7,8.0,284,7.9,8.6
559,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,249,8.0,9.0,253,11.1,8.1,264,9.4,8.6
560,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
561,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,10.0,11.0,186,8.9,8.0,165,8.1,8.9
562,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,249,8.6,3.0,240,8.7,8.5,183,8.5,10.5
563,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,11.4,7.0,308,10.0,7.8,236,7.0,8.3
564,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,219,10.0,9.0,253,8.7,8.8,267,8.3,9.1
565,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
566,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,249,8.6,5.0,253,10.0,8.5,230,8.4,10.1
567,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,8.6,9.0,240,11.4,8.7,248,8.0,8.7
568,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,219,9.4,5.0,221,9.0,8.5,198,7.9,8.4
569,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,9.8,3.0,222,8.7,8.0,302,8.9,7.5
570,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
571,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,10.0,13.0,259,8.9,9.5,230,8.2,8.5
572,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
573,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,9.5,9.0,325,11.4,8.3,205,9.7,9.9
574,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
575,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,219,8.6,7.0,186,8.7,8.5,321,9.4,9.4
576,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,8.6,7.0,325,10.0,10.0,257,7.3,8.9
577,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
578,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,9.4,5.0,241,9.2,7.4,203,10.1,7.9
579,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,8.6,3.0,275,9.4,7.4,224,9.1,8.9
580,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
581,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
582,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,257,9.4,8.0,241,9.0,9.5,187,9.9,9.2
583,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
584,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
585,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,10.0,8.0,332,10.0,8.0,194,9.4,8.9
586,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,11.4,6.0,186,9.0,8.6,265,9.9,10.1
587,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,9.4,5.0,234,11.4,8.5,248,9.1,8.6
588,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
589,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,9.6,6.0,259,9.4,7.4,192,7.5,10.7
590,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.1,7.0,325,10.0,8.3,262,9.4,7.2
591,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,9.5,15.0,186,9.4,8.5,222,7.7,9.1
592,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,9.6,1.0,221,10.0,8.5,269,7.4,9.2
593,Arena-Materia_Organica,1,0.5459135,1.56683027,0.04062406,0.15777371,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
594,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,10.0,11.0,222,8.7,9.5,257,7.9,10.0
595,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,11.4,15.0,325,9.6,10.0,184,9.9,8.4
596,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
597,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,249,10.0,3.0,238,10.0,8.8,222,9.7,9.5
598,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,10.0,15.0,253,9.2,8.7,195,8.0,9.1
599,Arena-Materia_Organica,1,0.46227247,1.19779117,0.04017195,0.1773071,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
600,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
601,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,9.5,2.0,290,9.5,8.5,230,7.4,10.1
602,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,12.0,15.0,259,8.9,8.2,248,8.1,9.1
603,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,219,10.0,3.0,241,10.0,8.8,255,8.3,10.5
604,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.6,11.0,253,9.2,8.5,194,8.3,10.3
605,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,10.6,1.0,178,10.6,8.5,191,6.4,10.3
606,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.6,2.0,186,9.4,10.0,257,9.4,10.6
607,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,257,8.6,9.0,238,10.0,8.5,201,9.1,8.3
608,Arena-Materia_Organica,1,0.56937486,1.43053404,0.04137024,0.17623418,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
609,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,9.5,2.0,186,9.4,7.4,170,10.3,8.3
610,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,8.0,11.0,238,11.4,8.8,230,9.9,7.2
611,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,9.5,11.0,308,9.5,9.5,195,9.9,8.4
612,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,9.5,12.0,237,9.4,8.5,230,8.4,8.1
613,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
614,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,10.0,2.0,259,9.4,8.5,276,8.7,9.1
615,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,257,8.0,8.0,232,8.6,8.7,235,9.9,8.9
616,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,8.6,11.0,178,9.4,8.5,236,8.7,8.3
617,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,219,9.4,1.0,186,9.0,9.5,250,7.6,7.9
618,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,8.1,5.0,325,11.1,7.4,236,7.5,9.1
619,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,12.0,13.0,241,8.9,7.4,194,7.7,8.6
620,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,11.4,12.0,237,9.2,8.5,269,7.6,9.1
621,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,9.5,13.0,234,9.6,9.5,217,9.9,8.5
622,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,11.4,10.0,308,8.3,8.8,236,8.0,7.5
623,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,12.0,10.0,240,11.1,9.5,206,8.4,10.1
624,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
625,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
626,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,12.0,11.0,240,10.0,9.5,250,9.9,8.8
627,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,10.0,10.0,325,9.4,8.5,265,8.4,8.9
628,Arena-Materia_Organica,1,0.4968152,1.23811974,0.04199568,0.14256567,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
629,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,249,8.6,3.0,308,9.2,7.8,235,6.4,10.0
630,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.6,3.0,221,10.0,8.3,250,8.5,8.6
631,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,8.1,6.0,322,8.9,8.1,257,10.2,8.9
632,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,10.0,12.0,238,8.6,8.3,300,8.8,8.3
633,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,8.6,9.0,240,10.0,8.7,276,8.7,10.0
634,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,249,11.3,10.0,241,9.6,8.2,245,8.3,7.9
635,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,9.5,7.0,241,9.4,10.4,217,9.1,10.0
636,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
637,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
638,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.6,14.0,325,10.0,8.0,230,8.6,7.2
639,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,12.0,6.0,259,9.5,8.0,195,8.5,8.3
640,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.1,15.0,186,10.0,9.5,236,6.9,9.5
641,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,249,8.6,9.0,290,10.0,8.0,226,10.0,8.3
642,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
643,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.6,15.0,237,9.4,10.4,250,9.9,10.6
644,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,10.0,10.0,234,10.0,7.8,216,9.9,8.3
645,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,9.8,6.0,325,9.0,8.5,170,9.9,8.8
646,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
647,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,11.3,13.0,232,8.3,8.5,257,8.4,9.2
648,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,9.4,3.0,275,8.9,8.1,257,10.1,8.9
649,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,11.3,11.0,232,10.6,9.5,144,9.5,10.7
650,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
651,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
652,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
653,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,10.0,11.0,222,11.1,8.2,225,8.3,9.1
654,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,10.0,7.0,253,8.9,9.5,231,8.1,10.3
655,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
656,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,12.0,9.0,232,9.4,8.5,255,9.0,8.5
657,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.6,14.0,237,9.2,8.5,227,9.5,8.3
658,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,219,10.6,3.0,325,9.5,8.7,144,9.1,10.2
659,Arena-Materia_Organica,1,0.49772389,1.22000295,0.0372488,0.13017698,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
660,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
661,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,10.6,12.0,237,9.6,8.3,262,8.4,8.7
662,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,9.6,6.0,241,11.1,8.7,182,7.0,8.4
663,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,12.0,1.0,232,8.3,8.0,277,8.3,8.3
664,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
665,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,11.4,4.0,241,9.0,8.5,264,8.9,9.6
666,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,11.3,14.0,275,10.0,8.5,191,7.7,8.9
667,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,8.6,12.0,332,10.0,8.0,321,7.0,8.8
668,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,12.0,11.0,308,11.4,8.5,248,8.5,8.8
669,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.6,15.0,221,9.6,7.4,181,8.1,7.5
670,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,8.6,6.0,325,8.9,9.5,248,9.4,8.1
671,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,9.5,10.0,275,10.0,8.5,209,8.1,8.1
672,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,8.0,4.0,332,9.2,10.0,234,9.2,8.5
673,Arena-Materia_Organica,1,0.49031403,1.383798,0.0435254,0.1239614,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
674,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
675,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,8.1,15.0,275,9.6,7.4,217,8.1,8.6
676,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,280,8.6,12.0,275,10.0,8.5,257,7.5,10.0
677,Arena-Materia_Organica,1,0.45815994,1.15452906,0.03834857,0.12269924,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
678,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,8.6,2.0,240,8.7,8.5,217,8.4,8.1
679,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.1,10.0,275,10.0,8.5,193,9.7,10.3
680,Arena-Materia_Organica,1,0.52009868,1.52479182,0.0420323,0.19959655,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
681,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,10.0,7.0,332,10.0,8.6,226,8.9,10.0
682,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,12.0,8.0,241,10.6,10.0,184,7.9,8.4
683,Arena-Materia_Organica,1,0.49093657,1.58889343,0.04246343,0.16900545,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
684,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,8.6,7.0,221,9.2,7.4,363,8.5,8.9
685,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
686,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,11.3,14.0,322,9.0,8.3,327,9.7,9.4
687,Arena-Materia_Organica,1,0.44901906,1.15471585,0.04102862,0.1968821,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
688,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,11.3,15.0,234,9.2,8.5,195,8.3,10.2
689,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,8.6,5.0,332,11.4,8.5,230,8.1,10.0
690,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.0,13.0,178,9.0,8.0,230,8.4,7.9
691,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,9.5,7.0,222,10.0,8.0,276,9.5,9.4
692,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,9.8,6.0,237,10.0,8.5,203,9.1,9.3
693,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,8.1,5.0,186,9.2,8.7,169,9.1,10.2
694,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,9.4,2.0,253,10.0,8.5,231,8.5,10.4
695,Arena-Materia_Organica,1,0.52205225,1.60693531,0.04047735,0.12949763,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
696,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,9.8,14.0,230,8.3,8.0,170,8.5,6.1
697,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,9.6,14.0,275,8.6,8.5,250,10.2,8.3
698,Arena-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
699,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,219,8.6,3.0,322,9.2,7.8,225,8.9,10.6
700,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,254,8.6,7.0,230,11.4,8.5,183,7.5,10.5
701,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,8.1,9.0,240,9.4,8.1,300,9.7,8.5
702,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,10.6,8.0,253,11.1,7.4,198,8.0,10.0
703,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,269,9.4,11.0,237,9.4,9.5,269,10.0,8.3
704,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,9.5,3.0,275,11.1,10.4,205,8.0,10.0
